"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","absolute_url","cluster","year_filed","scdb_id","scdb_decision_direction","scdb_votes_majority","scdb_votes_minority"
"justice stevens","dissenting",FALSE,"Citicorp Industrial Credit, Inc. v. Brock",1987-06-22,"483 U.S. 27","https://www.courtlistener.com/opinion/111932/citicorp-industrial-credit-inc-v-brock/","https://www.courtlistener.com/api/rest/v3/clusters/111932/",1987,"1986-137",2,7,2
"justice breyer","majority",FALSE,"Ohio Forestry Assn., Inc. v. Sierra Club",1998-05-26,"523 U.S. 726","https://www.courtlistener.com/opinion/118210/ohio-forestry-assn-inc-v-sierra-club/","https://www.courtlistener.com/api/rest/v3/clusters/118210/",1998,"1997-067",1,9,0
"justice ginsburg","majority",FALSE,"Cutter v. Wilkinson",2005-05-31,"544 U.S. 709","https://www.courtlistener.com/opinion/142900/cutter-v-wilkinson/","https://www.courtlistener.com/api/rest/v3/clusters/142900/",2005,"2004-052",2,9,0
"justice thomas","concurring",FALSE,"Cutter v. Wilkinson",2005-05-31,"544 U.S. 709","https://www.courtlistener.com/opinion/142900/cutter-v-wilkinson/","https://www.courtlistener.com/api/rest/v3/clusters/142900/",2005,"2004-052",2,9,0
"justice marshall","dissenting",TRUE,"Harris v. Rosario",1980-08-11,"446 U.S. 651","https://www.courtlistener.com/opinion/110270/harris-v-rosario/","https://www.courtlistener.com/api/rest/v3/clusters/110270/",1980,"1979-097",1,6,0
"justice harlan","dissenting",TRUE,"United States v. City of Chicago",1970-12-07,"400 U.S. 8","https://www.courtlistener.com/opinion/108210/united-states-v-city-of-chicago/","https://www.courtlistener.com/api/rest/v3/clusters/108210/",1970,"1970-002",1,7,0
"justice scalia","majority",FALSE,"INS v. Yueh-Shaio Yang",1996-11-13,"519 U.S. 26","https://www.courtlistener.com/opinion/1087896/ins-v-yueh-shaio-yang/","https://www.courtlistener.com/api/rest/v3/clusters/1087896/",1996,"1996-004",1,9,0
"justice brennan","majority",FALSE,"New Motor Vehicle Bd. of Cal. v. Orrin W. Fox Co.",1978-12-05,"439 U.S. 96","https://www.courtlistener.com/opinion/109952/new-motor-vehicle-bd-of-cal-v-orrin-w-fox-co/","https://www.courtlistener.com/api/rest/v3/clusters/109952/",1978,"1978-010",1,8,1
"justice marshall","concurring",FALSE,"New Motor Vehicle Bd. of Cal. v. Orrin W. Fox Co.",1978-12-05,"439 U.S. 96","https://www.courtlistener.com/opinion/109952/new-motor-vehicle-bd-of-cal-v-orrin-w-fox-co/","https://www.courtlistener.com/api/rest/v3/clusters/109952/",1978,"1978-010",1,8,1
"justice stevens","dissenting",FALSE,"New Motor Vehicle Bd. of Cal. v. Orrin W. Fox Co.",1978-12-05,"439 U.S. 96","https://www.courtlistener.com/opinion/109952/new-motor-vehicle-bd-of-cal-v-orrin-w-fox-co/","https://www.courtlistener.com/api/rest/v3/clusters/109952/",1978,"1978-010",1,8,1
"justice douglas","majority",FALSE,"Trafficante v. Metropolitan Life Ins. Co.",1972-12-07,"409 U.S. 205","https://www.courtlistener.com/opinion/108640/trafficante-v-metropolitan-life-ins-co/","https://www.courtlistener.com/api/rest/v3/clusters/108640/",1972,"1972-019",2,9,0
"justice white","concurring",FALSE,"Trafficante v. Metropolitan Life Ins. Co.",1972-12-07,"409 U.S. 205","https://www.courtlistener.com/opinion/108640/trafficante-v-metropolitan-life-ins-co/","https://www.courtlistener.com/api/rest/v3/clusters/108640/",1972,"1972-019",2,9,0
"justice white","majority",FALSE,"Escondido Mut. Water Co. v. La Jolla Band of Mission Indians",1984-06-25,"466 U.S. 765","https://www.courtlistener.com/opinion/111174/escondido-mut-water-co-v-la-jolla-band-of-mission-indians/","https://www.courtlistener.com/api/rest/v3/clusters/111174/",1984,"1983-095",1,9,0
"justice scalia","dissenting",TRUE,"Roper v. Weaver",2007-05-21,"550 U.S. 598","https://www.courtlistener.com/opinion/145729/roper-v-weaver/","https://www.courtlistener.com/api/rest/v3/clusters/145729/",2007,"2006-046",2,6,3
"justice burger","majority",FALSE,"Foley v. Connelie",1978-03-22,"435 U.S. 291","https://www.courtlistener.com/opinion/109817/foley-v-connelie/","https://www.courtlistener.com/api/rest/v3/clusters/109817/",1978,"1977-053",1,6,3
"justice stewart","concurring",FALSE,"Foley v. Connelie",1978-03-22,"435 U.S. 291","https://www.courtlistener.com/opinion/109817/foley-v-connelie/","https://www.courtlistener.com/api/rest/v3/clusters/109817/",1978,"1977-053",1,6,3
"justice marshall","dissenting",FALSE,"Foley v. Connelie",1978-03-22,"435 U.S. 291","https://www.courtlistener.com/opinion/109817/foley-v-connelie/","https://www.courtlistener.com/api/rest/v3/clusters/109817/",1978,"1977-053",1,6,3
"justice stevens","second_dissenting",FALSE,"Foley v. Connelie",1978-03-22,"435 U.S. 291","https://www.courtlistener.com/opinion/109817/foley-v-connelie/","https://www.courtlistener.com/api/rest/v3/clusters/109817/",1978,"1977-053",1,6,3
"justice white","majority",FALSE,"Pope v. Illinois",1987-05-04,"481 U.S. 497","https://www.courtlistener.com/opinion/111877/pope-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/111877/",1987,"1986-088",1,5,4
"justice scalia","concurring",FALSE,"Pope v. Illinois",1987-05-04,"481 U.S. 497","https://www.courtlistener.com/opinion/111877/pope-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/111877/",1987,"1986-088",1,5,4
"justice brennan","dissenting",FALSE,"Pope v. Illinois",1987-05-04,"481 U.S. 497","https://www.courtlistener.com/opinion/111877/pope-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/111877/",1987,"1986-088",1,5,4
"justice stevens","second_dissenting",FALSE,"Pope v. Illinois",1987-05-04,"481 U.S. 497","https://www.courtlistener.com/opinion/111877/pope-v-illinois/","https://www.courtlistener.com/api/rest/v3/clusters/111877/",1987,"1986-088",1,5,4
"justice o'connor","majority",FALSE,"Norfolk Southern R. Co. v. Shanklin",2000-04-17,"529 U.S. 344","https://www.courtlistener.com/opinion/118355/norfolk-southern-r-co-v-shanklin/","https://www.courtlistener.com/api/rest/v3/clusters/118355/",2000,"1999-047",1,7,2
"justice breyer","concurring",FALSE,"Norfolk Southern R. Co. v. Shanklin",2000-04-17,"529 U.S. 344","https://www.courtlistener.com/opinion/118355/norfolk-southern-r-co-v-shanklin/","https://www.courtlistener.com/api/rest/v3/clusters/118355/",2000,"1999-047",1,7,2
"justice ginsburg","dissenting",FALSE,"Norfolk Southern R. Co. v. Shanklin",2000-04-17,"529 U.S. 344","https://www.courtlistener.com/opinion/118355/norfolk-southern-r-co-v-shanklin/","https://www.courtlistener.com/api/rest/v3/clusters/118355/",2000,"1999-047",1,7,2
"justice blackmun","majority",FALSE,"United States v. Zolin",1989-06-21,"491 U.S. 554","https://www.courtlistener.com/opinion/112308/united-states-v-zolin/","https://www.courtlistener.com/api/rest/v3/clusters/112308/",1989,"1988-128",1,8,0
"justice blackmun","majority",FALSE,"United States v. Sioux Nation",1980-06-30,"448 U.S. 371","https://www.courtlistener.com/opinion/110335/united-states-v-sioux-nation/","https://www.courtlistener.com/api/rest/v3/clusters/110335/",1980,"1979-150",2,8,1
"justice white","concurring",FALSE,"United States v. Sioux Nation",1980-06-30,"448 U.S. 371","https://www.courtlistener.com/opinion/110335/united-states-v-sioux-nation/","https://www.courtlistener.com/api/rest/v3/clusters/110335/",1980,"1979-150",2,8,1
"justice rehnquist","dissenting",FALSE,"United States v. Sioux Nation",1980-06-30,"448 U.S. 371","https://www.courtlistener.com/opinion/110335/united-states-v-sioux-nation/","https://www.courtlistener.com/api/rest/v3/clusters/110335/",1980,"1979-150",2,8,1
"justice rehnquist","majority",FALSE,"Syngenta Crop Protection, Inc. v. Henson",2002-11-05,"537 U.S. 28","https://www.courtlistener.com/opinion/122244/syngenta-crop-protection-inc-v-henson/","https://www.courtlistener.com/api/rest/v3/clusters/122244/",2002,"2002-005",1,9,0
"justice stevens","concurring",FALSE,"Syngenta Crop Protection, Inc. v. Henson",2002-11-05,"537 U.S. 28","https://www.courtlistener.com/opinion/122244/syngenta-crop-protection-inc-v-henson/","https://www.courtlistener.com/api/rest/v3/clusters/122244/",2002,"2002-005",1,9,0
"justice blackmun","majority",FALSE,"Morton v. Ruiz",1974-02-20,"415 U.S. 199","https://www.courtlistener.com/opinion/108969/morton-v-ruiz/","https://www.courtlistener.com/api/rest/v3/clusters/108969/",1974,"1973-056",2,9,0
"justice blackmun","majority",FALSE,"Alamo Land & Cattle Co. v. Arizona",1976-02-24,"424 U.S. 295","https://www.courtlistener.com/opinion/109381/alamo-land-cattle-co-v-arizona/","https://www.courtlistener.com/api/rest/v3/clusters/109381/",1976,"1975-034",1,6,2
"justice white","dissenting",FALSE,"Alamo Land & Cattle Co. v. Arizona",1976-02-24,"424 U.S. 295","https://www.courtlistener.com/opinion/109381/alamo-land-cattle-co-v-arizona/","https://www.courtlistener.com/api/rest/v3/clusters/109381/",1976,"1975-034",1,6,2
"justice scalia","majority",FALSE,"Eli Lilly & Co. v. Medtronic, Inc.",1990-08-13,"496 U.S. 661","https://www.courtlistener.com/opinion/112467/eli-lilly-co-v-medtronic-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112467/",1990,"1989-117",2,6,2
"justice kennedy","dissenting",FALSE,"Eli Lilly & Co. v. Medtronic, Inc.",1990-08-13,"496 U.S. 661","https://www.courtlistener.com/opinion/112467/eli-lilly-co-v-medtronic-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112467/",1990,"1989-117",2,6,2
"justice o'connor","majority",FALSE,"Lyng v. Northwest Indian Cemetery Protective Assn.",1988-04-19,"485 U.S. 439","https://www.courtlistener.com/opinion/112037/lyng-v-northwest-indian-cemetery-protective-assn/","https://www.courtlistener.com/api/rest/v3/clusters/112037/",1988,"1987-061",1,5,3
"justice brennan","dissenting",FALSE,"Lyng v. Northwest Indian Cemetery Protective Assn.",1988-04-19,"485 U.S. 439","https://www.courtlistener.com/opinion/112037/lyng-v-northwest-indian-cemetery-protective-assn/","https://www.courtlistener.com/api/rest/v3/clusters/112037/",1988,"1987-061",1,5,3
"justice powell","majority",FALSE,"Barker v. Wingo",1972-06-22,"407 U.S. 514","https://www.courtlistener.com/opinion/108590/barker-v-wingo/","https://www.courtlistener.com/api/rest/v3/clusters/108590/",1972,"1971-156",1,9,0
"justice white","concurring",FALSE,"Barker v. Wingo",1972-06-22,"407 U.S. 514","https://www.courtlistener.com/opinion/108590/barker-v-wingo/","https://www.courtlistener.com/api/rest/v3/clusters/108590/",1972,"1971-156",1,9,0
"justice ginsburg","majority",FALSE,"Bruce v. Samuels",2016-01-12,"135 S. Ct. 2833","https://www.courtlistener.com/opinion/3168777/bruce-v-samuels/","https://www.courtlistener.com/api/rest/v3/clusters/3168777/",2016,"2015-015",1,9,0
"justice rehnquist","majority",FALSE,"Fogerty v. Fantasy, Inc.",1994-03-01,"510 U.S. 517","https://www.courtlistener.com/opinion/112934/fogerty-v-fantasy-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112934/",1994,"1993-027",2,9,0
"justice thomas","concurring",FALSE,"Fogerty v. Fantasy, Inc.",1994-03-01,"510 U.S. 517","https://www.courtlistener.com/opinion/112934/fogerty-v-fantasy-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112934/",1994,"1993-027",2,9,0
"justice thomas","majority",FALSE,"Aetna Health Inc. v. Davila",2004-06-21,"542 U.S. 200","https://www.courtlistener.com/opinion/136991/aetna-health-inc-v-davila/","https://www.courtlistener.com/api/rest/v3/clusters/136991/",2004,"2003-076",2,9,0
"justice ginsburg","concurring",FALSE,"Aetna Health Inc. v. Davila",2004-06-21,"542 U.S. 200","https://www.courtlistener.com/opinion/136991/aetna-health-inc-v-davila/","https://www.courtlistener.com/api/rest/v3/clusters/136991/",2004,"2003-076",2,9,0
"justice thomas","majority",FALSE,"Desert Palace, Inc. v. Costa",2003-06-09,"539 U.S. 90","https://www.courtlistener.com/opinion/130146/desert-palace-inc-v-costa/","https://www.courtlistener.com/api/rest/v3/clusters/130146/",2003,"2002-068",2,9,0
"justice o'connor","concurring",FALSE,"Desert Palace, Inc. v. Costa",2003-06-09,"539 U.S. 90","https://www.courtlistener.com/opinion/130146/desert-palace-inc-v-costa/","https://www.courtlistener.com/api/rest/v3/clusters/130146/",2003,"2002-068",2,9,0
"justice thomas","majority",FALSE,"Nobelman v. American Savings Bank",1993-06-01,"508 U.S. 324","https://www.courtlistener.com/opinion/112871/nobelman-v-american-savings-bank/","https://www.courtlistener.com/api/rest/v3/clusters/112871/",1993,"1992-083",1,9,0
"justice stevens","concurring",FALSE,"Nobelman v. American Savings Bank",1993-06-01,"508 U.S. 324","https://www.courtlistener.com/opinion/112871/nobelman-v-american-savings-bank/","https://www.courtlistener.com/api/rest/v3/clusters/112871/",1993,"1992-083",1,9,0
"justice stewart","majority",FALSE,"Pike v. Bruce Church, Inc.",1970-03-02,"397 U.S. 137","https://www.courtlistener.com/opinion/108085/pike-v-bruce-church-inc/","https://www.courtlistener.com/api/rest/v3/clusters/108085/",1970,"1969-052",1,8,0
"justice stevens","majority",FALSE,"Grogan v. Garner",1991-01-15,"498 U.S. 279","https://www.courtlistener.com/opinion/112522/grogan-v-garner/","https://www.courtlistener.com/api/rest/v3/clusters/112522/",1991,"1990-024",1,9,0
"justice marshall","majority",FALSE,"Sheet Metal Workers v. Lynn",1989-01-18,"488 U.S. 347","https://www.courtlistener.com/opinion/112172/sheet-metal-workers-v-lynn/","https://www.courtlistener.com/api/rest/v3/clusters/112172/",1989,"1988-022",1,8,0
"justice white","concurring",FALSE,"Sheet Metal Workers v. Lynn",1989-01-18,"488 U.S. 347","https://www.courtlistener.com/opinion/112172/sheet-metal-workers-v-lynn/","https://www.courtlistener.com/api/rest/v3/clusters/112172/",1989,"1988-022",1,8,0
"justice stewart","majority",FALSE,"United States v. General Dynamics Corp.",1974-03-19,"415 U.S. 486","https://www.courtlistener.com/opinion/108986/united-states-v-general-dynamics-corp/","https://www.courtlistener.com/api/rest/v3/clusters/108986/",1974,"1973-073",1,5,4
"justice douglas","dissenting",FALSE,"United States v. General Dynamics Corp.",1974-03-19,"415 U.S. 486","https://www.courtlistener.com/opinion/108986/united-states-v-general-dynamics-corp/","https://www.courtlistener.com/api/rest/v3/clusters/108986/",1974,"1973-073",1,5,4
"justice blackmun","majority",FALSE,"Jeffers v. United States",1977-06-16,"432 U.S. 137","https://www.courtlistener.com/opinion/109694/jeffers-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/109694/",1977,"1976-140",1,5,4
"justice thomas","majority",FALSE,"Quanta Computer, Inc. v. LG Electronics, Inc.",2008-06-09,"553 U.S. 617","https://www.courtlistener.com/opinion/145800/quanta-computer-inc-v-lg-electronics-inc/","https://www.courtlistener.com/api/rest/v3/clusters/145800/",2008,"2007-048",2,9,0
"justice rehnquist","majority",FALSE,"Schenck v. Pro-Choice Network of Western NY",1997-02-19,"519 U.S. 357","https://www.courtlistener.com/opinion/118085/schenck-v-pro-choice-network-of-western-ny/","https://www.courtlistener.com/api/rest/v3/clusters/118085/",1997,"1996-024",2,6,3
"justice o'connor","majority",FALSE,"Idaho v. Wright",1990-06-27,"497 U.S. 805","https://www.courtlistener.com/opinion/112488/idaho-v-wright/","https://www.courtlistener.com/api/rest/v3/clusters/112488/",1990,"1989-140",2,5,4
"justice kennedy","dissenting",FALSE,"Idaho v. Wright",1990-06-27,"497 U.S. 805","https://www.courtlistener.com/opinion/112488/idaho-v-wright/","https://www.courtlistener.com/api/rest/v3/clusters/112488/",1990,"1989-140",2,5,4
"justice o'connor","majority",FALSE,"Maryland v. MacOn",1985-06-17,"472 U.S. 463","https://www.courtlistener.com/opinion/111477/maryland-v-macon/","https://www.courtlistener.com/api/rest/v3/clusters/111477/",1985,"1984-128",1,7,2
"justice brennan","dissenting",FALSE,"Maryland v. MacOn",1985-06-17,"472 U.S. 463","https://www.courtlistener.com/opinion/111477/maryland-v-macon/","https://www.courtlistener.com/api/rest/v3/clusters/111477/",1985,"1984-128",1,7,2
"justice stewart","majority",FALSE,"Andrus v. Glover Constr. Co.",1980-05-27,"446 U.S. 608","https://www.courtlistener.com/opinion/110266/andrus-v-glover-constr-co/","https://www.courtlistener.com/api/rest/v3/clusters/110266/",1980,"1979-093",1,9,0
"justice marshall","majority",FALSE,"Cooper Stevedoring Co. v. Fritz Kopke, Inc.",1974-05-28,"417 U.S. 106","https://www.courtlistener.com/opinion/109047/cooper-stevedoring-co-v-fritz-kopke-inc/","https://www.courtlistener.com/api/rest/v3/clusters/109047/",1974,"1973-119",2,8,0
"justice rehnquist","majority",FALSE,"Stewart v. Martinez-Villareal",1998-05-18,"523 U.S. 637","https://www.courtlistener.com/opinion/118206/stewart-v-martinez-villareal/","https://www.courtlistener.com/api/rest/v3/clusters/118206/",1998,"1997-063",2,7,2
"justice scalia","dissenting",FALSE,"Stewart v. Martinez-Villareal",1998-05-18,"523 U.S. 637","https://www.courtlistener.com/opinion/118206/stewart-v-martinez-villareal/","https://www.courtlistener.com/api/rest/v3/clusters/118206/",1998,"1997-063",2,7,2
"justice thomas","second_dissenting",FALSE,"Stewart v. Martinez-Villareal",1998-05-18,"523 U.S. 637","https://www.courtlistener.com/opinion/118206/stewart-v-martinez-villareal/","https://www.courtlistener.com/api/rest/v3/clusters/118206/",1998,"1997-063",2,7,2
"justice brennan","majority",FALSE,"Edwards v. Aguillard",1987-06-19,"482 U.S. 578","https://www.courtlistener.com/opinion/111924/edwards-v-aguillard/","https://www.courtlistener.com/api/rest/v3/clusters/111924/",1987,"1986-130",2,7,2
"justice powell","concurring",FALSE,"Edwards v. Aguillard",1987-06-19,"482 U.S. 578","https://www.courtlistener.com/opinion/111924/edwards-v-aguillard/","https://www.courtlistener.com/api/rest/v3/clusters/111924/",1987,"1986-130",2,7,2
